census_year,census_block_total_population,hispanic_latino_pop,hispanic%,hispanic_group_AVG%,white_pop,white%,white_group_AVG%,black_or_african_american_pop,black%,black_group_AVG%,american_indian_alaska_native_pop,amerindian%,amerindian_group_AVG%,asian_overall_pop,asian%,asian_group_AVERAGE%,native_hawaiian_pacific_islander_pop,nativehawaiipi%,nativehawaiipi_group_AVERAGE%,some_other_race_pop,other%,other_group_AVG%,two_or_more_races_pop,two_or_more%,two_or_more_group_AVERAGE%,state,county,census_tract,census_tract_name,census_block_group,census_block__group_name,census_block,census_block_name,tract_group,tract_group_block,latitude,longitude,geoid,source
2020,56,4,7%,9%,1,2%,21%,9,16%,7%,,0%,0.20%,37,66%,57%,,0%,0.20%,2,4%,0.60%,3,5%,6%,51,59,491501,Census Tract 491501,3,3,3000,Census Block 3000,491501/3,Census Tract 491501/Block Group 3/Census Block 3000,38.8494241,-77.4050504,5.16E+13,U.S. Census
2020,56,5,9%,14%,15,27%,43%,,0%,11%,,0%,0.10%,29,52%,22%,,0%,0.00%,,0%,1.30%,7,13%,9%,51,59,491706,Census Tract 491706,2,2,2006,Census Block 2006,491706/2,Census Tract 491706/Block Group 2/Census Block 2006,38.8641995,-77.3653314,5.16E+13,U.S. Census
2020,56,,0%,10%,51,91%,59%,4,7%,5%,,0%,0.20%,0,0%,14%,,0%,0.10%,,0%,1.50%,1,2%,10%,51,59,492000,Census Tract 492000,1,1,1003,Census Block 1003,492000/1,Census Tract 492000/Block Group 1/Census Block 1003,38.8280073,-77.3284025,5.16E+13,U.S. Census
2020,56,2,4%,10%,35,63%,59%,3,5%,5%,,0%,0.20%,5,9%,14%,,0%,0.10%,,0%,1.50%,11,20%,10%,51,59,492000,Census Tract 492000,2,2,2033,Census Block 2033,492000/2,Census Tract 492000/Block Group 2/Census Block 2033,38.7933269,-77.3619101,5.16E+13,U.S. Census
2020,56,1,2%,9%,54,96%,69%,,0%,1%,,0%,0.90%,0,0%,12%,,0%,0.30%,,0%,0.70%,1,2%,7%,51,59,492500,Census Tract 492500,1,1,1041,Census Block 1041,492500/1,Census Tract 492500/Block Group 1/Census Block 1041,38.7933427,-77.3742481,5.16E+13,U.S. Census
2020,57,7,12%,7%,21,37%,45%,2,4%,4%,1,2%,0.30%,22,39%,37%,,0%,0.10%,1,2%,1.60%,3,5%,5%,51,59,491502,Census Tract 491502,1,1,1008,Census Block 1008,491502/1,Census Tract 491502/Block Group 1/Census Block 1008,38.861674,-77.421662,5.16E+13,U.S. Census
2020,57,1,2%,15%,12,21%,32%,13,23%,11%,,0%,0.20%,21,37%,30%,,0%,0.70%,,0%,0.50%,10,18%,10%,51,59,491704,Census Tract 491704,2,2,2006,Census Block 2006,491704/2,Census Tract 491704/Block Group 2/Census Block 2006,38.8511776,-77.3664849,5.16E+13,U.S. Census
2020,57,2,4%,15%,10,18%,32%,5,9%,11%,,0%,0.20%,33,58%,30%,,0%,0.70%,,0%,0.50%,7,12%,10%,51,59,491704,Census Tract 491704,2,2,2007,Census Block 2007,491704/2,Census Tract 491704/Block Group 2/Census Block 2007,38.8517642,-77.3661498,5.16E+13,U.S. Census
2020,57,13,23%,15%,9,16%,32%,16,28%,11%,,0%,0.20%,13,23%,30%,,0%,0.70%,,0%,0.50%,6,11%,10%,51,59,491704,Census Tract 491704,3,3,3003,Census Block 3003,491704/3,Census Tract 491704/Block Group 3/Census Block 3003,38.8501227,-77.3610756,5.16E+13,U.S. Census
2020,59,6,10%,11%,42,71%,54%,,0%,4%,,0%,0.10%,5,8%,23%,,0%,0.20%,,0%,0.80%,6,10%,7%,51,59,491803,Census Tract 491803,1,1,1006,Census Block 1006,491803/1,Census Tract 491803/Block Group 1/Census Block 1006,38.8788,-77.404205,5.16E+13,U.S. Census
2020,60,10,17%,13%,20,33%,36%,2,3%,11%,1,2%,0.10%,26,43%,31%,,0%,0.00%,,0%,1.30%,1,2%,8%,51,59,491707,Census Tract 491707,1,1,1018,Census Block 1018,491707/1,Census Tract 491707/Block Group 1/Census Block 1018,38.8680609,-77.3771608,5.16E+13,U.S. Census
2020,60,7,12%,11%,41,68%,54%,2,3%,4%,,0%,0.10%,4,7%,23%,,0%,0.20%,,0%,0.80%,6,10%,7%,51,59,491803,Census Tract 491803,2,2,2016,Census Block 2016,491803/2,Census Tract 491803/Block Group 2/Census Block 2016,38.8701537,-77.3972126,5.16E+13,U.S. Census
2020,61,1,2%,9%,8,13%,21%,5,8%,7%,,0%,0.20%,42,69%,57%,,0%,0.20%,,0%,0.60%,5,8%,6%,51,59,491501,Census Tract 491501,3,3,3011,Census Block 3011,491501/3,Census Tract 491501/Block Group 3/Census Block 3011,38.8466683,-77.4110427,5.16E+13,U.S. Census
2020,61,5,8%,9%,16,26%,21%,1,2%,7%,,0%,0.20%,34,56%,57%,,0%,0.20%,,0%,0.60%,5,8%,6%,51,59,491501,Census Tract 491501,3,3,3018,Census Block 3018,491501/3,Census Tract 491501/Block Group 3/Census Block 3018,38.8438565,-77.4116275,5.16E+13,U.S. Census
2020,61,6,10%,15%,1,2%,32%,6,10%,11%,,0%,0.20%,41,67%,30%,2,3%,0.70%,,0%,0.50%,5,8%,10%,51,59,491704,Census Tract 491704,2,2,2005,Census Block 2005,491704/2,Census Tract 491704/Block Group 2/Census Block 2005,38.8518351,-77.3681379,5.16E+13,U.S. Census
2020,61,13,21%,11%,31,51%,54%,2,3%,4%,,0%,0.10%,14,23%,23%,,0%,0.20%,,0%,0.80%,1,2%,7%,51,59,491803,Census Tract 491803,2,2,2009,Census Block 2009,491803/2,Census Tract 491803/Block Group 2/Census Block 2009,38.8700173,-77.400805,5.16E+13,U.S. Census
2020,61,7,11%,10%,43,70%,59%,,0%,5%,,0%,0.20%,8,13%,14%,,0%,0.10%,,0%,1.50%,3,5%,10%,51,59,492000,Census Tract 492000,3,3,3011,Census Block 3011,492000/3,Census Tract 492000/Block Group 3/Census Block 3011,38.7922961,-77.3301625,5.16E+13,U.S. Census
2020,61,1,2%,9%,60,98%,69%,,0%,1%,,0%,0.90%,0,0%,12%,,0%,0.30%,,0%,0.70%,,0%,7%,51,59,492500,Census Tract 492500,2,2,2004,Census Block 2004,492500/2,Census Tract 492500/Block Group 2/Census Block 2004,38.7887461,-77.4026145,5.16E+13,U.S. Census
2020,62,4,6%,7%,17,27%,45%,,0%,4%,,0%,0.30%,33,53%,37%,,0%,0.10%,2,3%,1.60%,6,10%,5%,51,59,491502,Census Tract 491502,3,3,3007,Census Block 3007,491502/3,Census Tract 491502/Block Group 3/Census Block 3007,38.8567656,-77.4075559,5.16E+13,U.S. Census
2020,62,4,6%,16%,38,61%,42%,3,5%,14%,2,3%,0.20%,12,19%,20%,,0%,0.10%,,0%,1.70%,3,5%,6%,51,59,491703,Census Tract 491703,2,2,2002,Census Block 2002,491703/2,Census Tract 491703/Block Group 2/Census Block 2002,38.8550448,-77.3482232,5.16E+13,U.S. Census
2020,62,12,19%,11%,37,60%,54%,6,10%,4%,,0%,0.10%,3,5%,23%,,0%,0.20%,,0%,0.80%,4,6%,7%,51,59,491803,Census Tract 491803,3,3,3006,Census Block 3006,491803/3,Census Tract 491803/Block Group 3/Census Block 3006,38.8706572,-77.3898122,5.16E+13,U.S. Census
2020,63,17,27%,9%,24,38%,21%,,0%,7%,1,2%,0.20%,12,19%,57%,,0%,0.20%,,0%,0.60%,9,14%,6%,51,59,491501,Census Tract 491501,1,1,1005,Census Block 1005,491501/1,Census Tract 491501/Block Group 1/Census Block 1005,38.8409141,-77.4255316,5.16E+13,U.S. Census
2020,63,1,2%,9%,21,33%,21%,5,8%,7%,,0%,0.20%,31,49%,57%,,0%,0.20%,,0%,0.60%,5,8%,6%,51,59,491501,Census Tract 491501,2,2,2003,Census Block 2003,491501/2,Census Tract 491501/Block Group 2/Census Block 2003,38.8472992,-77.4135532,5.16E+13,U.S. Census
2020,63,6,10%,9%,1,2%,21%,1,2%,7%,,0%,0.20%,54,86%,57%,,0%,0.20%,1,2%,0.60%,,0%,6%,51,59,491501,Census Tract 491501,3,3,3023,Census Block 3023,491501/3,Census Tract 491501/Block Group 3/Census Block 3023,38.844782,-77.4072243,5.16E+13,U.S. Census
2020,63,13,21%,15%,15,24%,32%,12,19%,11%,,0%,0.20%,20,32%,30%,,0%,0.70%,,0%,0.50%,3,5%,10%,51,59,491704,Census Tract 491704,2,2,2011,Census Block 2011,491704/2,Census Tract 491704/Block Group 2/Census Block 2011,38.8501391,-77.369646,5.16E+13,U.S. Census
2020,63,11,17%,11%,21,33%,54%,4,6%,4%,,0%,0.10%,26,41%,23%,,0%,0.20%,,0%,0.80%,1,2%,7%,51,59,491803,Census Tract 491803,2,2,2003,Census Block 2003,491803/2,Census Tract 491803/Block Group 2/Census Block 2003,38.873479,-77.4077784,5.16E+13,U.S. Census
2020,64,12,19%,28%,30,47%,32%,,0%,5%,,0%,0.00%,22,34%,29%,,0%,0.00%,,0%,1.10%,,0%,4%,51,59,491602,Census Tract 491602,2,2,2011,Census Block 2011,491602/2,Census Tract 491602/Block Group 2/Census Block 2011,38.8790364,-77.4139877,5.16E+13,U.S. Census
2020,64,8,13%,16%,33,52%,42%,3,5%,14%,,0%,0.20%,16,25%,20%,,0%,0.10%,1,2%,1.70%,3,5%,6%,51,59,491703,Census Tract 491703,2,2,2003,Census Block 2003,491703/2,Census Tract 491703/Block Group 2/Census Block 2003,38.8549907,-77.3490361,5.16E+13,U.S. Census
2020,64,14,22%,11%,48,75%,55%,,0%,7%,,0%,0.10%,0,0%,19%,,0%,0.00%,,0%,1.30%,2,3%,7%,51,59,491802,Census Tract 491802,2,2,2006,Census Block 2006,491802/2,Census Tract 491802/Block Group 2/Census Block 2006,38.8658369,-77.3868106,5.16E+13,U.S. Census
2020,65,4,6%,9%,16,25%,21%,5,8%,7%,,0%,0.20%,34,52%,57%,,0%,0.20%,,0%,0.60%,6,9%,6%,51,59,491501,Census Tract 491501,1,1,1013,Census Block 1013,491501/1,Census Tract 491501/Block Group 1/Census Block 1013,38.8418096,-77.4193256,5.16E+13,U.S. Census
2020,65,10,15%,13%,28,43%,36%,4,6%,11%,,0%,0.10%,20,31%,31%,,0%,0.00%,2,3%,1.30%,1,2%,8%,51,59,491707,Census Tract 491707,1,1,1008,Census Block 1008,491707/1,Census Tract 491707/Block Group 1/Census Block 1008,38.8680101,-77.3749555,5.16E+13,U.S. Census
2020,65,10,15%,11%,34,52%,54%,7,11%,4%,,0%,0.10%,11,17%,23%,,0%,0.20%,1,2%,0.80%,2,3%,7%,51,59,491803,Census Tract 491803,1,1,1011,Census Block 1011,491803/1,Census Tract 491803/Block Group 1/Census Block 1011,38.8761819,-77.397731,5.16E+13,U.S. Census
2020,66,14,21%,15%,12,18%,32%,10,15%,11%,,0%,0.20%,26,39%,30%,,0%,0.70%,,0%,0.50%,4,6%,10%,51,59,491704,Census Tract 491704,3,3,3002,Census Block 3002,491704/3,Census Tract 491704/Block Group 3/Census Block 3002,38.851353,-77.3614064,5.16E+13,U.S. Census
2020,66,2,3%,11%,46,70%,54%,4,6%,4%,,0%,0.10%,6,9%,23%,1,2%,0.20%,,0%,0.80%,7,11%,7%,51,59,491803,Census Tract 491803,3,3,3014,Census Block 3014,491803/3,Census Tract 491803/Block Group 3/Census Block 3014,38.8736549,-77.3904489,5.16E+13,U.S. Census
2020,66,3,5%,10%,43,65%,59%,7,11%,5%,,0%,0.20%,10,15%,14%,,0%,0.10%,,0%,1.50%,3,5%,10%,51,59,492000,Census Tract 492000,1,1,1022,Census Block 1022,492000/1,Census Tract 492000/Block Group 1/Census Block 1022,38.8199593,-77.3582583,5.16E+13,U.S. Census
2020,67,1,1%,10%,54,81%,59%,1,1%,5%,1,1%,0.20%,0,0%,14%,,0%,0.10%,1,1%,1.50%,9,13%,10%,51,59,492000,Census Tract 492000,2,2,2031,Census Block 2031,492000/2,Census Tract 492000/Block Group 2/Census Block 2031,38.8103171,-77.3284242,5.16E+13,U.S. Census
2020,68,10,15%,7%,22,32%,45%,3,4%,4%,2,3%,0.30%,31,46%,37%,,0%,0.10%,,0%,1.60%,,0%,5%,51,59,491502,Census Tract 491502,1,1,1010,Census Block 1010,491502/1,Census Tract 491502/Block Group 1/Census Block 1010,38.8642118,-77.4233621,5.16E+13,U.S. Census
2020,68,15,22%,11%,43,63%,54%,1,1%,4%,,0%,0.10%,4,6%,23%,,0%,0.20%,1,1%,0.80%,4,6%,7%,51,59,491803,Census Tract 491803,2,2,2017,Census Block 2017,491803/2,Census Tract 491803/Block Group 2/Census Block 2017,38.8687468,-77.3980713,5.16E+13,U.S. Census
2020,69,5,7%,7%,35,51%,45%,7,10%,4%,,0%,0.30%,13,19%,37%,,0%,0.10%,,0%,1.60%,9,13%,5%,51,59,491502,Census Tract 491502,1,1,1012,Census Block 1012,491502/1,Census Tract 491502/Block Group 1/Census Block 1012,38.8688303,-77.4094782,5.16E+13,U.S. Census
2020,69,7,10%,11%,42,61%,55%,8,12%,7%,,0%,0.10%,11,16%,19%,,0%,0.00%,,0%,1.30%,1,1%,7%,51,59,491802,Census Tract 491802,2,2,2008,Census Block 2008,491802/2,Census Tract 491802/Block Group 2/Census Block 2008,38.8660432,-77.3930371,5.16E+13,U.S. Census
2020,69,11,16%,11%,44,64%,55%,4,6%,7%,,0%,0.10%,2,3%,19%,,0%,0.00%,1,1%,1.30%,7,10%,7%,51,59,491802,Census Tract 491802,2,2,2012,Census Block 2012,491802/2,Census Tract 491802/Block Group 2/Census Block 2012,38.8657861,-77.3939698,5.16E+13,U.S. Census
2020,69,7,10%,10%,41,59%,59%,3,4%,5%,,0%,0.20%,17,25%,14%,,0%,0.10%,,0%,1.50%,1,1%,10%,51,59,492000,Census Tract 492000,2,2,2032,Census Block 2032,492000/2,Census Tract 492000/Block Group 2/Census Block 2032,38.8026619,-77.3377989,5.16E+13,U.S. Census
2020,70,9,13%,8%,9,13%,29%,11,16%,6%,,0%,0.00%,30,43%,50%,,0%,0.00%,,0%,0.90%,11,16%,6%,51,59,491705,Census Tract 491705,1,1,1007,Census Block 1007,491705/1,Census Tract 491705/Block Group 1/Census Block 1007,38.8473503,-77.4012987,5.16E+13,U.S. Census
2020,71,10,14%,11%,41,58%,54%,,0%,4%,2,3%,0.10%,12,17%,23%,,0%,0.20%,,0%,0.80%,6,8%,7%,51,59,491803,Census Tract 491803,1,1,1001,Census Block 1001,491803/1,Census Tract 491803/Block Group 1/Census Block 1001,38.8755577,-77.4018925,5.16E+13,U.S. Census
2020,71,16,23%,11%,35,49%,54%,1,1%,4%,,0%,0.10%,14,20%,23%,,0%,0.20%,,0%,0.80%,5,7%,7%,51,59,491803,Census Tract 491803,2,2,2002,Census Block 2002,491803/2,Census Tract 491803/Block Group 2/Census Block 2002,38.8751212,-77.405805,5.16E+13,U.S. Census
2020,72,18,25%,28%,39,54%,32%,1,1%,5%,,0%,0.00%,7,10%,29%,,0%,0.00%,,0%,1.10%,7,10%,4%,51,59,491602,Census Tract 491602,2,2,2002,Census Block 2002,491602/2,Census Tract 491602/Block Group 2/Census Block 2002,38.8837366,-77.4099545,5.16E+13,U.S. Census
2020,72,7,10%,12%,45,63%,43%,1,1%,9%,,0%,0.00%,2,3%,25%,,0%,0.10%,1,1%,0.40%,16,22%,11%,51,59,491701,Census Tract 491701,2,2,2007,Census Block 2007,491701/2,Census Tract 491701/Block Group 2/Census Block 2007,38.8601706,-77.3721862,5.16E+13,U.S. Census
2020,72,9,13%,11%,32,44%,54%,4,6%,4%,,0%,0.10%,18,25%,23%,,0%,0.20%,,0%,0.80%,9,13%,7%,51,59,491803,Census Tract 491803,3,3,3001,Census Block 3001,491803/3,Census Tract 491803/Block Group 3/Census Block 3001,38.8757598,-77.3880888,5.16E+13,U.S. Census
2020,72,1,1%,10%,57,79%,59%,,0%,5%,,0%,0.20%,4,6%,14%,,0%,0.10%,2,3%,1.50%,8,11%,10%,51,59,492000,Census Tract 492000,1,1,1006,Census Block 1006,492000/1,Census Tract 492000/Block Group 1/Census Block 1006,38.8310501,-77.3393429,5.16E+13,U.S. Census
2020,73,6,8%,12%,19,26%,43%,3,4%,9%,,0%,0.00%,37,51%,25%,,0%,0.10%,1,1%,0.40%,7,10%,11%,51,59,491701,Census Tract 491701,3,3,3009,Census Block 3009,491701/3,Census Tract 491701/Block Group 3/Census Block 3009,38.864096,-77.3757898,5.16E+13,U.S. Census
2020,73,14,19%,11%,54,74%,55%,2,3%,7%,,0%,0.10%,0,0%,19%,,0%,0.00%,,0%,1.30%,3,4%,7%,51,59,491802,Census Tract 491802,2,2,2007,Census Block 2007,491802/2,Census Tract 491802/Block Group 2/Census Block 2007,38.8659974,-77.3881656,5.16E+13,U.S. Census
2020,73,4,5%,11%,42,58%,54%,,0%,4%,,0%,0.10%,27,37%,23%,,0%,0.20%,,0%,0.80%,,0%,7%,51,59,491803,Census Tract 491803,1,1,1010,Census Block 1010,491803/1,Census Tract 491803/Block Group 1/Census Block 1010,38.8742071,-77.3984158,5.16E+13,U.S. Census
2020,73,14,19%,11%,26,36%,54%,7,10%,4%,,0%,0.10%,21,29%,23%,,0%,0.20%,1,1%,0.80%,4,5%,7%,51,59,491803,Census Tract 491803,3,3,3011,Census Block 3011,491803/3,Census Tract 491803/Block Group 3/Census Block 3011,38.8776132,-77.3927593,5.16E+13,U.S. Census
2020,73,3,4%,10%,51,70%,59%,12,16%,5%,,0%,0.20%,1,1%,14%,,0%,0.10%,,0%,1.50%,6,8%,10%,51,59,492000,Census Tract 492000,3,3,3010,Census Block 3010,492000/3,Census Tract 492000/Block Group 3/Census Block 3010,38.7908908,-77.3271716,5.16E+13,U.S. Census
2020,74,3,4%,11%,52,70%,54%,4,5%,4%,,0%,0.10%,10,14%,23%,,0%,0.20%,,0%,0.80%,5,7%,7%,51,59,491803,Census Tract 491803,2,2,2011,Census Block 2011,491803/2,Census Tract 491803/Block Group 2/Census Block 2011,38.8725719,-77.3988375,5.16E+13,U.S. Census
2020,74,7,9%,11%,35,47%,54%,1,1%,4%,,0%,0.10%,28,38%,23%,,0%,0.20%,,0%,0.80%,3,4%,7%,51,59,491803,Census Tract 491803,3,3,3004,Census Block 3004,491803/3,Census Tract 491803/Block Group 3/Census Block 3004,38.8704742,-77.3911781,5.16E+13,U.S. Census
2020,75,33,44%,28%,20,27%,32%,6,8%,5%,,0%,0.00%,12,16%,29%,,0%,0.00%,,0%,1.10%,4,5%,4%,51,59,491602,Census Tract 491602,1,1,1001,Census Block 1001,491602/1,Census Tract 491602/Block Group 1/Census Block 1001,38.8852302,-77.4152223,5.16E+13,U.S. Census
2020,75,5,7%,11%,66,88%,55%,,0%,7%,,0%,0.10%,0,0%,19%,,0%,0.00%,,0%,1.30%,4,5%,7%,51,59,491802,Census Tract 491802,2,2,2003,Census Block 2003,491802/2,Census Tract 491802/Block Group 2/Census Block 2003,38.8658648,-77.3899613,5.16E+13,U.S. Census
2020,75,7,9%,11%,41,55%,54%,5,7%,4%,,0%,0.10%,13,17%,23%,,0%,0.20%,1,1%,0.80%,8,11%,7%,51,59,491803,Census Tract 491803,1,1,1002,Census Block 1002,491803/1,Census Tract 491803/Block Group 1/Census Block 1002,38.8763205,-77.4017654,5.16E+13,U.S. Census
2020,75,4,5%,10%,53,71%,59%,,0%,5%,,0%,0.20%,12,16%,14%,,0%,0.10%,,0%,1.50%,6,8%,10%,51,59,492000,Census Tract 492000,2,2,2002,Census Block 2002,492000/2,Census Tract 492000/Block Group 2/Census Block 2002,38.8143689,-77.3502051,5.16E+13,U.S. Census
2020,76,15,20%,11%,47,62%,55%,4,5%,7%,,0%,0.10%,9,12%,19%,,0%,0.00%,,0%,1.30%,1,1%,7%,51,59,491802,Census Tract 491802,2,2,2004,Census Block 2004,491802/2,Census Tract 491802/Block Group 2/Census Block 2004,38.8661689,-77.3912516,5.16E+13,U.S. Census
2020,76,13,17%,11%,53,70%,55%,,0%,7%,,0%,0.10%,5,7%,19%,,0%,0.00%,,0%,1.30%,5,7%,7%,51,59,491802,Census Tract 491802,2,2,2015,Census Block 2015,491802/2,Census Tract 491802/Block Group 2/Census Block 2015,38.8644779,-77.3995543,5.16E+13,U.S. Census
2020,76,7,9%,10%,55,72%,59%,,0%,5%,,0%,0.20%,6,8%,14%,,0%,0.10%,1,1%,1.50%,7,9%,10%,51,59,492000,Census Tract 492000,1,1,1000,Census Block 1000,492000/1,Census Tract 492000/Block Group 1/Census Block 1000,38.8286912,-77.3221696,5.16E+13,U.S. Census
2020,77,11,14%,11%,10,13%,55%,3,4%,7%,,0%,0.10%,41,53%,19%,,0%,0.00%,2,3%,1.30%,10,13%,7%,51,59,491802,Census Tract 491802,1,1,1007,Census Block 1007,491802/1,Census Tract 491802/Block Group 1/Census Block 1007,38.8607601,-77.3971816,5.16E+13,U.S. Census
2020,78,22,28%,28%,17,22%,32%,9,12%,5%,,0%,0.00%,19,24%,29%,,0%,0.00%,,0%,1.10%,11,14%,4%,51,59,491602,Census Tract 491602,2,2,2003,Census Block 2003,491602/2,Census Tract 491602/Block Group 2/Census Block 2003,38.885501,-77.4140533,5.16E+13,U.S. Census
2020,78,11,14%,11%,49,63%,54%,5,6%,4%,,0%,0.10%,13,17%,23%,,0%,0.20%,,0%,0.80%,,0%,7%,51,59,491803,Census Tract 491803,1,1,1009,Census Block 1009,491803/1,Census Tract 491803/Block Group 1/Census Block 1009,38.8749037,-77.4024579,5.16E+13,U.S. Census
2020,79,2,3%,9%,23,29%,21%,,0%,7%,,0%,0.20%,54,68%,57%,,0%,0.20%,,0%,0.60%,,0%,6%,51,59,491501,Census Tract 491501,3,3,3021,Census Block 3021,491501/3,Census Tract 491501/Block Group 3/Census Block 3021,38.8437374,-77.4084007,5.16E+13,U.S. Census
2020,79,3,4%,11%,45,57%,54%,2,3%,4%,,0%,0.10%,22,28%,23%,,0%,0.20%,1,1%,0.80%,6,8%,7%,51,59,491803,Census Tract 491803,2,2,2019,Census Block 2019,491803/2,Census Tract 491803/Block Group 2/Census Block 2019,38.8708523,-77.39812,5.16E+13,U.S. Census
2020,79,,0%,9%,73,92%,69%,,0%,1%,,0%,0.90%,3,4%,12%,,0%,0.30%,,0%,0.70%,3,4%,7%,51,59,492500,Census Tract 492500,2,2,2000,Census Block 2000,492500/2,Census Tract 492500/Block Group 2/Census Block 2000,38.7886981,-77.3857549,5.16E+13,U.S. Census
2020,80,17,21%,9%,2,3%,21%,,0%,7%,,0%,0.20%,58,73%,57%,2,3%,0.20%,,0%,0.60%,1,1%,6%,51,59,491501,Census Tract 491501,1,1,1015,Census Block 1015,491501/1,Census Tract 491501/Block Group 1/Census Block 1015,38.8405526,-77.420395,5.16E+13,U.S. Census
2020,80,4,5%,11%,59,74%,55%,,0%,7%,,0%,0.10%,6,8%,19%,,0%,0.00%,,0%,1.30%,11,14%,7%,51,59,491802,Census Tract 491802,2,2,2014,Census Block 2014,491802/2,Census Tract 491802/Block Group 2/Census Block 2014,38.8659705,-77.4029845,5.16E+13,U.S. Census
2020,80,8,10%,11%,47,59%,54%,4,5%,4%,,0%,0.10%,16,20%,23%,,0%,0.20%,,0%,0.80%,5,6%,7%,51,59,491803,Census Tract 491803,2,2,2004,Census Block 2004,491803/2,Census Tract 491803/Block Group 2/Census Block 2004,38.8740539,-77.4062929,5.16E+13,U.S. Census
2020,80,7,9%,11%,55,69%,54%,2,3%,4%,,0%,0.10%,11,14%,23%,,0%,0.20%,,0%,0.80%,5,6%,7%,51,59,491803,Census Tract 491803,2,2,2010,Census Block 2010,491803/2,Census Tract 491803/Block Group 2/Census Block 2010,38.8710476,-77.4047876,5.16E+13,U.S. Census
2020,80,3,4%,9%,71,89%,69%,,0%,1%,,0%,0.90%,4,5%,12%,,0%,0.30%,,0%,0.70%,2,3%,7%,51,59,492500,Census Tract 492500,1,1,1003,Census Block 1003,492500/1,Census Tract 492500/Block Group 1/Census Block 1003,38.8070537,-77.4029457,5.16E+13,U.S. Census
2020,80,4,5%,9%,55,69%,69%,5,6%,1%,,0%,0.90%,13,16%,12%,,0%,0.30%,,0%,0.70%,3,4%,7%,51,59,492500,Census Tract 492500,1,1,1031,Census Block 1031,492500/1,Census Tract 492500/Block Group 1/Census Block 1031,38.796109,-77.4001089,5.16E+13,U.S. Census
2020,81,6,7%,9%,13,16%,21%,,0%,7%,,0%,0.20%,52,64%,57%,,0%,0.20%,,0%,0.60%,10,12%,6%,51,59,491501,Census Tract 491501,2,2,2007,Census Block 2007,491501/2,Census Tract 491501/Block Group 2/Census Block 2007,38.849806,-77.4088338,5.16E+13,U.S. Census
2020,81,3,4%,15%,37,46%,32%,6,7%,11%,,0%,0.20%,20,25%,30%,,0%,0.70%,5,6%,0.50%,10,12%,10%,51,59,491704,Census Tract 491704,2,2,2004,Census Block 2004,491704/2,Census Tract 491704/Block Group 2/Census Block 2004,38.8537856,-77.3663253,5.16E+13,U.S. Census
2020,81,11,14%,13%,19,23%,36%,9,11%,11%,,0%,0.10%,30,37%,31%,,0%,0.00%,,0%,1.30%,12,15%,8%,51,59,491707,Census Tract 491707,2,2,2002,Census Block 2002,491707/2,Census Tract 491707/Block Group 2/Census Block 2002,38.8732105,-77.3811849,5.16E+13,U.S. Census
2020,81,30,37%,13%,20,25%,36%,13,16%,11%,,0%,0.10%,15,19%,31%,,0%,0.00%,,0%,1.30%,3,4%,8%,51,59,491707,Census Tract 491707,3,3,3004,Census Block 3004,491707/3,Census Tract 491707/Block Group 3/Census Block 3004,38.8663601,-77.3791256,5.16E+13,U.S. Census
2020,81,7,9%,11%,62,77%,54%,1,1%,4%,,0%,0.10%,8,10%,23%,,0%,0.20%,,0%,0.80%,3,4%,7%,51,59,491803,Census Tract 491803,3,3,3003,Census Block 3003,491803/3,Census Tract 491803/Block Group 3/Census Block 3003,38.8708705,-77.3887951,5.16E+13,U.S. Census
2020,82,2,2%,9%,24,29%,21%,14,17%,7%,,0%,0.20%,41,50%,57%,,0%,0.20%,,0%,0.60%,1,1%,6%,51,59,491501,Census Tract 491501,3,3,3003,Census Block 3003,491501/3,Census Tract 491501/Block Group 3/Census Block 3003,38.8493942,-77.4033147,5.16E+13,U.S. Census
2020,82,6,7%,7%,19,23%,45%,8,10%,4%,,0%,0.30%,43,52%,37%,,0%,0.10%,2,2%,1.60%,4,5%,5%,51,59,491502,Census Tract 491502,3,3,3008,Census Block 3008,491502/3,Census Tract 491502/Block Group 3/Census Block 3008,38.8562579,-77.4098807,5.16E+13,U.S. Census
2020,82,5,6%,28%,40,49%,32%,11,13%,5%,,0%,0.00%,19,23%,29%,,0%,0.00%,1,1%,1.10%,6,7%,4%,51,59,491602,Census Tract 491602,1,1,1013,Census Block 1013,491602/1,Census Tract 491602/Block Group 1/Census Block 1013,38.8807656,-77.4237817,5.16E+13,U.S. Census
2020,82,4,5%,11%,53,65%,55%,6,7%,7%,,0%,0.10%,18,22%,19%,,0%,0.00%,,0%,1.30%,1,1%,7%,51,59,491802,Census Tract 491802,2,2,2010,Census Block 2010,491802/2,Census Tract 491802/Block Group 2/Census Block 2010,38.8664093,-77.3958026,5.16E+13,U.S. Census
2020,83,27,33%,29%,33,40%,37%,7,8%,9%,,0%,0.20%,13,16%,17%,,0%,0.00%,1,1%,0.60%,2,2%,7%,51,59,491202,Census Tract 491202,1,1,1006,Census Block 1006,491202/1,Census Tract 491202/Block Group 1/Census Block 1006,38.840342,-77.4351501,5.16E+13,U.S. Census
2020,83,4,5%,7%,28,34%,45%,3,4%,4%,,0%,0.30%,44,53%,37%,,0%,0.10%,3,4%,1.60%,1,1%,5%,51,59,491502,Census Tract 491502,3,3,3011,Census Block 3011,491502/3,Census Tract 491502/Block Group 3/Census Block 3011,38.8550679,-77.4087239,5.16E+13,U.S. Census
